publication_id,title,type.category,type.name,year,detail,abstract
10080,Complete Consistency: A Testing Analogue of Estimator Consistency,Journal,Review of Economic Studies,2011,53: 263-269,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Pellentesque eget risus in est gravida porttitor. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis eleifend, orci a sollicitudin vulputate, massa nibh pellentesque nulla, vitae porta orci leo nec ligula. In dignissim interdum sodales. Sed dapibus, metus nec euismod cursus, dui ante mattis arcu, ut blandit mi lorem scelerisque mi. In posuere dui sit amet tortor rutrum at faucibus libero auctor. Cras tincidunt laoreet purus eget accumsan. Integer lectus tortor, feugiat vel commodo ut, accumsan quis nunc. Morbi pellentesque, enim ut congue convallis, sapien mi condimentum augue, at interdum nibh ligula vitae odio. Sed posuere, ante nec imperdiet ullamcorper, mi diam condimentum nulla, vitae consectetur lacus felis quis diam. Nam eget imperdiet tortor. Quisque vulputate lobortis enim eu ultricies. Donec eget metus enim, non bibendum neque. Aliquam a arcu diam."
10081,Designing Web Usability: The Practice of Simplicity. New Riders Publishing,Book,New Riders Press,2011,ISBN 1-56205-810-X,"Aliquam id dui eu lacus egestas tempus eu quis sapien. Mauris consequat, felis vel dictum hendrerit, dolor nibh aliquet turpis, nec placerat turpis ipsum luctus elit. Phasellus vel enim magna, a dapibus nisi. Maecenas et velit sem. Ut mattis adipiscing tortor, id congue lorem condimentum et. Aliquam erat volutpat. Sed pretium eleifend arcu, nec aliquet velit tincidunt at. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Praesent urna libero, pharetra eget consequat ut, pharetra ac tellus."
10082,Empirical Process Methods in Econometrics,Book Chapter,Handbook of Econometrics,2011, ed. by R.F. Engle and D. McFadden. New York: North-Holland  2247-2294,"Sed consequat, tellus in feugiat bibendum, tellus diam aliquet neque, at posuere nunc dolor ut velit. Mauris at mi orci. Morbi eget lacus metus. Curabitur facilisis aliquet nulla, eget viverra elit congue sed. Mauris suscipit rhoncus dolor ut condimentum. Maecenas vitae tortor elit, elementum eleifend mi. Integer dapibus consequat condimentum. Phasellus nisl elit, porttitor ac pharetra ac, gravida sed odio. Cras urna diam, convallis euismod gravida tempor, sodales in arcu. Cras blandit dolor et eros euismod sed euismod eros facilisis. Aenean interdum rhoncus ipsum, id iaculis augue bibendum sit amet. Proin sollicitudin commodo justo nec porta. Ut eleifend cursus pellentesque."
10083,Generic Uniform Convergence,Journal,Econometric Theory,2011, 8: 241-257,"Aenean tellus turpis, elementum a adipiscing a, consectetur vitae ante. Donec sed nunc elit, vitae malesuada urna. Curabitur vitae orci lectus. In non nibh viverra augue blandit facilisis. Integer tincidunt convallis quam et pellentesque. Proin elementum commodo arcu eu consectetur. Praesent a nisl lectus."
10084,Inference in Nonlinear Econometric Models with Structural Change,Journal,Review of Economic Studies,2011,55: 615–640,"Pellentesque felis turpis, lobortis quis gravida at, congue at magna. Donec commodo pharetra velit, at pellentesque dolor venenatis ultricies. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Ut in risus sem, a suscipit ligula. Phasellus iaculis, arcu a suscipit porttitor, libero lectus laoreet tellus, semper dignissim est lorem id lacus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Integer vitae neque eget dui pulvinar gravida. Nunc aliquet dui consectetur urna facilisis non eleifend dui convallis."
10085,International User Interfaces,Book,John Wiley & Sons,2011,ISBN 0-471-14965-9,"Cras purus est, posuere eu hendrerit vel, lobortis quis lorem. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec leo sapien, cursus ut dictum eu, luctus eget sapien. Sed libero massa, lacinia et auctor eget, faucibus vel arcu. Curabitur ac varius diam. Aliquam scelerisque lorem a leo malesuada interdum. Vestibulum massa nunc, iaculis eget pretium quis, ultrices in nisl. Nunc sed lorem ut sapien auctor elementum. Fusce hendrerit nibh non metus eleifend tristique. Nam vulputate tempor leo, vel placerat massa egestas quis. In non dui id augue pretium porttitor. Praesent est nisi, accumsan id sollicitudin non, tempus ac tellus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Mauris tempus odio sed tortor ultricies sagittis."
10086,Laws of Large Numbers for Dependent Non-Identically Distributed Random Variables,Journal,Econometric Theory,2011, 4: 458-467,"Maecenas consectetur, purus ut tempus viverra, tellus velit lobortis sapien, at aliquet orci leo sit amet mauris. Nam porttitor posuere libero, ut lacinia arcu gravida quis. Etiam est elit, ullamcorper eu luctus vel, iaculis in mi. Cras egestas ipsum sed ante convallis hendrerit. Praesent rhoncus lorem nisi, condimentum vestibulum quam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Nulla facilisi. Sed imperdiet metus vitae elit fermentum sed porta ligula consequat. In libero massa, egestas non interdum a, porttitor ac dui. Donec vestibulum sem vel tortor tristique vel vehicula magna ornare."
10087,Multimedia and Hypertext: The Internet and Beyond,Book,AP Professional,2011,ISBN 0-12-518408-5,"Nunc quis porttitor risus. Vivamus placerat mi sed sem aliquet faucibus. Donec scelerisque, mi ac fringilla mattis, orci dolor porta lorem, eget blandit massa sapien at odio. Donec vel urna arcu. Fusce ut turpis neque. Maecenas adipiscing ultricies dolor ut porta. Aenean malesuada erat vel sem adipiscing in fermentum leo accumsan. Nulla vel tellus sed nisl eleifend facilisis nec lobortis nisi. In in velit ac lorem pellentesque ornare. Sed scelerisque augue non dolor mollis vitae interdum lectus dignissim. Mauris fringilla feugiat est sed iaculis. Aliquam arcu risus, tincidunt in tincidunt bibendum, pharetra eu dui. Donec nec venenatis nibh."
10088,Nonlinear Econometric Models with Deterministically Trending Variables,Journal,Review of Economic Studies,2011,62: 343–360,"In molestie nulla eget leo placerat facilisis. Aliquam lobortis vestibulum volutpat. Etiam cursus congue arcu, sit amet pretium justo bibendum at. In convallis pulvinar hendrerit. Curabitur ornare interdum luctus. Praesent hendrerit est id ligula viverra consequat malesuada velit molestie. Fusce a imperdiet ante."
10089,Nonparametric Kernel Estimation for Semiparametric Econometric Models,Journal,Econometric Theory,2011, 11: 560-596,"Nulla aliquam viverra est, ac euismod risus sollicitudin dictum. Quisque at felis vitae urna consectetur sollicitudin vel ut libero. Duis molestie quam lacinia urna egestas et vulputate lacus mattis. Duis viverra feugiat lacus id sollicitudin. Etiam mattis urna ac nulla laoreet eu consectetur augue bibendum. Vestibulum nulla elit, adipiscing eget lobortis in, fringilla vitae dui. Maecenas vel eleifend orci. Nam quis ipsum odio, ut lobortis mi. Maecenas auctor ultricies ipsum ut sagittis."
10090,Non-Strong Mixing Autoregressive Processes,Journal,Journal of Applied Probability,2011,21: 930-934,"Phasellus hendrerit tortor in risus semper sit amet ornare ipsum laoreet. Proin ac eros nec lectus pulvinar elementum nec sit amet urna. Nam ultricies blandit facilisis. Fusce risus elit, tempor mollis condimentum auctor, egestas non neque. Proin id pulvinar mauris. Maecenas et ante nec nisi ultrices volutpat nec id velit. Donec eu odio sit amet sapien consectetur commodo eget nec turpis. Nam tincidunt diam ut ipsum venenatis at imperdiet metus faucibus. Ut placerat fermentum faucibus."
10091,Robust Estimation of Location in a Gaussian Parametric Model,Journal,Advances in Econometrics,2011, 7: 3-44,"Quisque mattis sollicitudin erat a pharetra. Donec id libero ultrices velit aliquam posuere eu non metus. Etiam purus purus, aliquet a consequat ut, convallis in augue. Proin sed velit erat, quis imperdiet nisi. Maecenas vitae diam a odio aliquam ornare vitae non lectus. Nam eu leo erat, sed viverra dui. Quisque at augue est, non ornare arcu. Sed elit nunc, vulputate et iaculis eu, interdum a tortor. Ut euismod sapien eu quam ultricies non eleifend lacus imperdiet. Donec quis adipiscing velit. Integer vitae arcu sed ligula tristique blandit. Integer quis lorem vitae mauris adipiscing bibendum. Curabitur nec eleifend diam. Cras ligula massa, adipiscing nec vehicula et, faucibus eget eros."
10092,Semiparametric Estimation of the Intercept of a Sample Selection Model,Journal,Review of Economic Studies,2011,65: 497-517,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Ut eget magna sem, in ultrices odio. Aenean nec libero massa, vel consectetur dui. Maecenas urna dolor, rhoncus ac luctus sed, faucibus sit amet lectus. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed in massa sem. Curabitur in neque arcu. Donec id augue non lectus tempus pharetra. Integer lobortis dictum vestibulum. Duis et ipsum non ligula sagittis dignissim."
10093,Testing for Serial Correlation Against an ARMA(11) Process,Journal,Journal of the American Statistical Association,2011,91: 1331–1342,"Cras facilisis, mi nec pellentesque elementum, magna nibh tristique ante, at lacinia leo ante tempus metus. Proin lacus dui, accumsan nec blandit a, lobortis ut eros. Nullam vitae velit quam, ac convallis metus. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Pellentesque nec fermentum purus. Aliquam justo nisl, feugiat quis pharetra quis, aliquam at justo. Duis vehicula feugiat ipsum. Ut porttitor sollicitudin bibendum. Pellentesque molestie eleifend urna eget consectetur. Morbi vestibulum accumsan dui ac pretium. Pellentesque posuere sagittis fermentum. Pellentesque id sem felis. Nullam et turpis a massa pharetra tempor. Pellentesque nulla arcu, euismod placerat elementum a, rutrum eget tellus."
10094,Tests for White Noise Against Alternatives with Both Seasonal and Non-seasonal Serial Correlation,Journal,Biometrika,2011, 85: 727-740,"Integer at diam felis. Vivamus non arcu ligula, at volutpat felis. Vestibulum id purus at ante sollicitudin volutpat. Fusce lacinia, enim id dapibus molestie, mauris erat egestas erat, ac eleifend libero libero non purus. Donec facilisis euismod nisl, pellentesque sagittis lectus elementum nec. Morbi semper porta fermentum. Nam eleifend nisi sed erat suscipit convallis. Donec vel turpis neque, ut consectetur felis. Cras convallis gravida sagittis. Aliquam faucibus facilisis sagittis. Pellentesque mollis ligula a nisi placerat sollicitudin sed quis urna. Ut ut dictum nunc. Nunc vestibulum nulla sit amet justo aliquam ullamcorper iaculis sapien varius. Sed nec nulla a mi rhoncus ullamcorper at eget libero."
10095,The Large Sample Correspondence Between Classical Hypothesis Tests and Bayesian Posterior Odds Tests,Journal,Econometrica,2011,62: 1207-1232,"Nam placerat ultricies tellus in viverra. In sem orci, sodales eget lacinia nec, sagittis non orci. Donec aliquam mauris in massa consequat venenatis. Maecenas arcu urna, malesuada vel tincidunt nec, consectetur non lorem. Cras vehicula scelerisque faucibus. Suspendisse tempor, lorem vel sagittis aliquet, est mauris ornare sem, eget placerat dolor turpis a ligula. Suspendisse eget ligula est. Pellentesque purus lacus, congue a mollis scelerisque, venenatis eu dui. Quisque luctus elementum justo a lobortis. Sed ligula lectus, pulvinar quis scelerisque et, ornare non libero. In quam lorem, porttitor nec fermentum ac, tempor vitae risus. Nullam vehicula enim quis tortor hendrerit congue. Maecenas molestie risus vitae urna imperdiet quis mattis dui sagittis. Nullam dictum ipsum quis lectus tempor aliquet."
